index,tensor
528,"[3.0, 1.75, 2330.0, 16300.0, 2.0, 0.0, 0.0, 3.0, 9.0, 2330.0, 0.0, 47.7037010193, -122.2399978638, 2330.0, 16300.0, 51.0, 0.0, 0.0]"
529,"[1.0, 1.0, 1230.0, 3774.0, 1.0, 0.0, 0.0, 4.0, 6.0, 830.0, 400.0, 47.6885986328, -122.3539962769, 1300.0, 3774.0, 90.0, 0.0, 0.0]"
530,"[4.0, 3.0, 2570.0, 4000.0, 2.0, 0.0, 0.0, 3.0, 8.0, 1750.0, 820.0, 47.6743011475, -122.31300354, 1970.0, 4000.0, 105.0, 1.0, 105.0]"
531,"[3.0, 2.0, 1340.0, 4320.0, 1.0, 0.0, 0.0, 3.0, 5.0, 920.0, 420.0, 47.2989997864, -122.2279968262, 980.0, 6480.0, 102.0, 1.0, 81.0]"
532,"[4.0, 2.5, 1850.0, 7850.0, 2.0, 0.0, 0.0, 3.0, 8.0, 1850.0, 0.0, 47.6913986206, -122.1029968262, 1830.0, 8140.0, 29.0, 0.0, 0.0]"
533,"[2.0, 1.5, 1440.0, 725.0, 2.0, 0.0, 0.0, 3.0, 8.0, 1100.0, 340.0, 47.5606994629, -122.3779983521, 1440.0, 4255.0, 3.0, 0.0, 0.0]"
534,"[5.0, 2.0, 2300.0, 7897.0, 2.5, 0.0, 0.0, 4.0, 8.0, 2300.0, 0.0, 47.7555999756, -122.3560028076, 2030.0, 7902.0, 59.0, 0.0, 0.0]"
535,"[4.0, 2.5, 3190.0, 24170.0, 2.0, 0.0, 0.0, 3.0, 10.0, 3190.0, 0.0, 47.6208992004, -122.0520019531, 2110.0, 26321.0, 13.0, 0.0, 0.0]"
536,"[3.0, 1.75, 2190.0, 6450.0, 1.0, 0.0, 0.0, 3.0, 8.0, 1480.0, 710.0, 47.5284004211, -122.3909988403, 2190.0, 6450.0, 58.0, 0.0, 0.0]"
537,"[4.0, 4.0, 2790.0, 16117.0, 2.0, 0.0, 0.0, 4.0, 9.0, 2790.0, 0.0, 47.6032981873, -122.1549987793, 2740.0, 25369.0, 15.0, 0.0, 0.0]"
538,"[2.0, 1.5, 1170.0, 5248.0, 1.0, 0.0, 0.0, 5.0, 6.0, 1170.0, 0.0, 47.5317993164, -122.3740005493, 1170.0, 5120.0, 74.0, 0.0, 0.0]"
539,"[5.0, 2.5, 2600.0, 3839.0, 2.0, 0.0, 0.0, 3.0, 7.0, 2600.0, 0.0, 47.4323997498, -122.1449966431, 2180.0, 4800.0, 9.0, 0.0, 0.0]"
540,"[5.0, 2.5, 2030.0, 8400.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1330.0, 700.0, 47.6712989807, -122.1520004272, 1920.0, 8400.0, 47.0, 0.0, 0.0]"
541,"[3.0, 2.5, 2370.0, 4200.0, 2.0, 0.0, 0.0, 3.0, 8.0, 2370.0, 0.0, 47.3698997498, -122.0189971924, 2370.0, 4370.0, 1.0, 0.0, 0.0]"
542,"[3.0, 3.25, 1450.0, 1468.0, 2.0, 0.0, 0.0, 3.0, 8.0, 1100.0, 350.0, 47.5663986206, -122.3700027466, 1450.0, 1478.0, 5.0, 0.0, 0.0]"
543,"[3.0, 3.25, 3230.0, 7800.0, 2.0, 0.0, 3.0, 3.0, 10.0, 3230.0, 0.0, 47.6347999573, -122.4029998779, 3030.0, 6600.0, 9.0, 0.0, 0.0]"
544,"[2.0, 2.0, 1870.0, 4751.0, 1.0, 0.0, 0.0, 3.0, 8.0, 1870.0, 0.0, 47.7081985474, -122.0149993896, 2170.0, 5580.0, 8.0, 0.0, 0.0]"
545,"[3.0, 1.75, 1320.0, 9675.0, 1.5, 0.0, 0.0, 4.0, 7.0, 1320.0, 0.0, 47.5694999695, -121.9020004272, 1160.0, 9675.0, 44.0, 0.0, 0.0]"
546,"[3.0, 1.75, 1540.0, 9154.0, 1.0, 0.0, 0.0, 3.0, 8.0, 1540.0, 0.0, 47.6207008362, -122.0419998169, 1990.0, 10273.0, 31.0, 0.0, 0.0]"
547,"[3.0, 1.75, 1720.0, 4050.0, 1.0, 0.0, 0.0, 5.0, 7.0, 860.0, 860.0, 47.6781997681, -122.3140029907, 1720.0, 4410.0, 108.0, 0.0, 0.0]"
548,"[5.0, 2.5, 2720.0, 5000.0, 1.5, 0.0, 0.0, 4.0, 7.0, 1530.0, 1190.0, 47.6827011108, -122.3759994507, 1210.0, 5000.0, 75.0, 0.0, 0.0]"
549,"[4.0, 2.5, 2630.0, 5701.0, 2.0, 0.0, 0.0, 3.0, 7.0, 2630.0, 0.0, 47.375, -122.1600036621, 2770.0, 5939.0, 4.0, 0.0, 0.0]"
550,"[4.0, 2.5, 2550.0, 7555.0, 2.0, 0.0, 0.0, 3.0, 8.0, 2550.0, 0.0, 47.2613983154, -122.2900009155, 2550.0, 6800.0, 13.0, 0.0, 0.0]"
551,"[4.0, 1.75, 1920.0, 7500.0, 1.0, 0.0, 0.0, 4.0, 7.0, 1920.0, 0.0, 47.4221992493, -122.3180007935, 1490.0, 8000.0, 52.0, 0.0, 0.0]"
552,"[4.0, 2.5, 2070.0, 8685.0, 2.0, 0.0, 0.0, 3.0, 7.0, 2070.0, 0.0, 47.4696998596, -122.266998291, 2170.0, 9715.0, 9.0, 0.0, 0.0]"
553,"[3.0, 2.5, 2230.0, 3939.0, 2.0, 0.0, 0.0, 3.0, 8.0, 2230.0, 0.0, 47.7299995422, -122.3349990845, 2230.0, 4200.0, 1.0, 0.0, 0.0]"
554,"[2.0, 1.0, 1450.0, 4500.0, 1.5, 0.0, 0.0, 4.0, 7.0, 1450.0, 0.0, 47.6739006042, -122.3960037231, 1470.0, 5000.0, 93.0, 0.0, 0.0]"
555,"[2.0, 1.5, 1670.0, 9880.0, 1.0, 0.0, 0.0, 4.0, 7.0, 1670.0, 0.0, 47.4864006042, -122.3479995728, 1670.0, 9807.0, 73.0, 1.0, 22.0]"
556,"[3.0, 1.5, 1030.0, 8414.0, 1.0, 0.0, 0.0, 4.0, 7.0, 1030.0, 0.0, 47.7653999329, -122.2969970703, 1750.0, 8414.0, 47.0, 0.0, 0.0]"
557,"[3.0, 2.25, 1190.0, 1022.0, 3.0, 0.0, 0.0, 3.0, 8.0, 1190.0, 0.0, 47.6972007751, -122.3489990234, 1210.0, 1171.0, 17.0, 0.0, 0.0]"
558,"[3.0, 1.75, 1530.0, 7245.0, 1.0, 0.0, 0.0, 4.0, 7.0, 1530.0, 0.0, 47.7309989929, -122.1910018921, 1530.0, 7490.0, 31.0, 0.0, 0.0]"
559,"[1.0, 1.0, 930.0, 7129.0, 1.0, 0.0, 0.0, 3.0, 6.0, 930.0, 0.0, 47.723400116, -122.3330001831, 1300.0, 8075.0, 66.0, 0.0, 0.0]"
560,"[3.0, 1.5, 1590.0, 8911.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1590.0, 0.0, 47.7393989563, -122.2519989014, 1590.0, 9625.0, 58.0, 0.0, 0.0]"
561,"[3.0, 2.5, 1800.0, 4357.0, 2.0, 0.0, 0.0, 3.0, 8.0, 1800.0, 0.0, 47.5336990356, -121.841003418, 1800.0, 3663.0, 2.0, 0.0, 0.0]"
562,"[3.0, 1.5, 1010.0, 7683.0, 1.5, 0.0, 0.0, 5.0, 7.0, 1010.0, 0.0, 47.7200012207, -122.3180007935, 1550.0, 7271.0, 61.0, 0.0, 0.0]"
563,"[3.0, 1.75, 1320.0, 9675.0, 1.5, 0.0, 0.0, 4.0, 7.0, 1320.0, 0.0, 47.5694999695, -121.9020004272, 1160.0, 9675.0, 44.0, 0.0, 0.0]"
564,"[4.0, 2.5, 1710.0, 5000.0, 1.0, 0.0, 0.0, 3.0, 8.0, 1110.0, 600.0, 47.6772003174, -122.2850036621, 1750.0, 5304.0, 36.0, 0.0, 0.0]"
565,"[2.0, 1.0, 870.0, 8487.0, 1.0, 0.0, 0.0, 4.0, 6.0, 870.0, 0.0, 47.4954986572, -122.2389984131, 1350.0, 6850.0, 71.0, 0.0, 0.0]"
566,"[3.0, 2.25, 2160.0, 9540.0, 2.0, 0.0, 0.0, 3.0, 8.0, 2160.0, 0.0, 47.7667999268, -122.2429962158, 1720.0, 12593.0, 36.0, 0.0, 0.0]"
567,"[4.0, 3.5, 3270.0, 15704.0, 2.0, 0.0, 0.0, 3.0, 9.0, 2110.0, 1160.0, 47.6255989075, -122.0419998169, 3020.0, 8582.0, 24.0, 0.0, 0.0]"
568,"[3.0, 2.25, 2420.0, 7548.0, 1.0, 0.0, 0.0, 4.0, 8.0, 1370.0, 1050.0, 47.3111991882, -122.3759994507, 2150.0, 8000.0, 47.0, 0.0, 0.0]"
569,"[3.0, 1.75, 1680.0, 8100.0, 1.0, 0.0, 2.0, 3.0, 8.0, 1680.0, 0.0, 47.7211990356, -122.3639984131, 1880.0, 7750.0, 65.0, 0.0, 0.0]"
570,"[3.0, 1.75, 1300.0, 10030.0, 1.0, 0.0, 0.0, 4.0, 7.0, 1300.0, 0.0, 47.7359008789, -122.1920013428, 1520.0, 7713.0, 48.0, 0.0, 0.0]"
571,"[3.0, 1.75, 1540.0, 1044.0, 3.0, 0.0, 0.0, 3.0, 8.0, 1540.0, 0.0, 47.6764984131, -122.3199996948, 1580.0, 3090.0, 0.0, 0.0, 0.0]"
572,"[4.0, 3.0, 2410.0, 8284.0, 1.0, 0.0, 0.0, 5.0, 7.0, 1210.0, 1200.0, 47.720199585, -122.2200012207, 2050.0, 7940.0, 45.0, 0.0, 0.0]"
573,"[3.0, 2.5, 1660.0, 10763.0, 2.0, 0.0, 0.0, 3.0, 7.0, 1660.0, 0.0, 47.3811988831, -122.0289993286, 2010.0, 7983.0, 20.0, 0.0, 0.0]"
574,"[3.0, 1.0, 910.0, 6000.0, 1.0, 0.0, 0.0, 2.0, 6.0, 910.0, 0.0, 47.5065002441, -122.3379974365, 1090.0, 6957.0, 58.0, 0.0, 0.0]"
575,"[4.0, 1.75, 2100.0, 11942.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1030.0, 1070.0, 47.5499992371, -122.3560028076, 1170.0, 6986.0, 50.0, 0.0, 0.0]"
576,"[3.0, 1.0, 890.0, 9465.0, 1.0, 0.0, 0.0, 3.0, 6.0, 890.0, 0.0, 47.4388008118, -122.3280029297, 1590.0, 9147.0, 57.0, 0.0, 0.0]"
577,"[4.0, 1.75, 1670.0, 9886.0, 1.0, 0.0, 0.0, 5.0, 7.0, 1670.0, 0.0, 47.724899292, -122.2870025635, 2590.0, 9997.0, 67.0, 0.0, 0.0]"
578,"[3.0, 2.5, 1660.0, 2890.0, 2.0, 0.0, 0.0, 3.0, 7.0, 1660.0, 0.0, 47.5433998108, -122.2929992676, 1540.0, 2890.0, 14.0, 0.0, 0.0]"
579,"[4.0, 2.5, 2640.0, 8625.0, 2.0, 0.0, 0.0, 3.0, 8.0, 2640.0, 0.0, 47.4598007202, -122.1500015259, 2240.0, 8700.0, 27.0, 0.0, 0.0]"
580,"[3.0, 1.0, 910.0, 6000.0, 1.0, 0.0, 0.0, 2.0, 6.0, 910.0, 0.0, 47.5065002441, -122.3379974365, 1090.0, 6957.0, 58.0, 0.0, 0.0]"
581,"[3.0, 2.25, 2370.0, 9619.0, 1.0, 0.0, 0.0, 4.0, 8.0, 1650.0, 720.0, 47.6366004944, -122.0989990234, 1960.0, 9712.0, 41.0, 0.0, 0.0]"
582,"[4.0, 2.75, 2640.0, 4000.0, 2.0, 0.0, 0.0, 5.0, 8.0, 1730.0, 910.0, 47.6726989746, -122.2969970703, 1530.0, 3740.0, 89.0, 0.0, 0.0]"
583,"[3.0, 1.75, 2300.0, 41900.0, 1.0, 0.0, 0.0, 4.0, 8.0, 1310.0, 990.0, 47.4770011902, -122.2919998169, 1160.0, 8547.0, 76.0, 0.0, 0.0]"
584,"[2.0, 1.0, 650.0, 5400.0, 1.0, 0.0, 0.0, 3.0, 6.0, 650.0, 0.0, 47.6184997559, -122.2949981689, 1310.0, 4906.0, 64.0, 0.0, 0.0]"
585,"[3.0, 2.25, 1260.0, 1488.0, 3.0, 0.0, 0.0, 3.0, 7.0, 1260.0, 0.0, 47.7070999146, -122.3359985352, 1190.0, 1095.0, 5.0, 0.0, 0.0]"
586,"[2.0, 1.75, 1670.0, 6460.0, 1.0, 0.0, 0.0, 3.0, 8.0, 1670.0, 0.0, 47.7122993469, -122.0270004272, 2170.0, 6254.0, 10.0, 0.0, 0.0]"
587,"[3.0, 1.75, 1460.0, 7800.0, 1.0, 0.0, 0.0, 2.0, 7.0, 1040.0, 420.0, 47.3035011292, -122.3820037842, 1310.0, 7865.0, 36.0, 0.0, 0.0]"
588,"[4.0, 3.25, 2470.0, 4760.0, 1.5, 0.0, 0.0, 5.0, 9.0, 1890.0, 580.0, 47.6330986023, -122.3099975586, 2470.0, 4760.0, 108.0, 0.0, 0.0]"
589,"[4.0, 2.5, 3140.0, 12792.0, 2.0, 0.0, 0.0, 4.0, 9.0, 3140.0, 0.0, 47.3862991333, -122.15599823, 2510.0, 12792.0, 37.0, 0.0, 0.0]"
590,"[3.0, 2.5, 1730.0, 7442.0, 2.0, 0.0, 0.0, 3.0, 7.0, 1730.0, 0.0, 47.3507003784, -122.1780014038, 1630.0, 6458.0, 27.0, 0.0, 0.0]"
591,"[4.0, 2.5, 1750.0, 6397.0, 2.0, 0.0, 0.0, 3.0, 7.0, 1750.0, 0.0, 47.3082008362, -122.358001709, 1940.0, 6502.0, 27.0, 0.0, 0.0]"
592,"[3.0, 1.75, 1850.0, 8667.0, 1.0, 0.0, 0.0, 4.0, 7.0, 880.0, 970.0, 47.7024993896, -122.1979980469, 1450.0, 10530.0, 32.0, 0.0, 0.0]"
593,"[3.0, 2.5, 1350.0, 941.0, 3.0, 0.0, 0.0, 3.0, 9.0, 1350.0, 0.0, 47.626499176, -122.3639984131, 1640.0, 1369.0, 8.0, 0.0, 0.0]"
594,"[4.0, 2.75, 2400.0, 3844.0, 1.0, 0.0, 0.0, 5.0, 7.0, 1200.0, 1200.0, 47.7027015686, -122.3470001221, 1100.0, 3844.0, 40.0, 0.0, 0.0]"
595,"[2.0, 2.0, 1494.0, 19271.0, 2.0, 1.0, 4.0, 3.0, 7.0, 1494.0, 0.0, 47.4728012085, -122.4970016479, 1494.0, 43583.0, 71.0, 1.0, 54.0]"
596,"[3.0, 1.75, 2350.0, 20820.0, 1.0, 0.0, 0.0, 4.0, 8.0, 1800.0, 550.0, 47.609500885, -122.0589981079, 2040.0, 10800.0, 36.0, 0.0, 0.0]"
597,"[3.0, 2.0, 1080.0, 9225.0, 1.0, 0.0, 0.0, 2.0, 7.0, 1080.0, 0.0, 47.4841995239, -122.3460006714, 1410.0, 9840.0, 59.0, 0.0, 0.0]"
598,"[3.0, 1.75, 1650.0, 1180.0, 3.0, 0.0, 0.0, 3.0, 8.0, 1650.0, 0.0, 47.6636009216, -122.3190002441, 1720.0, 1960.0, 0.0, 0.0, 0.0]"
599,"[5.0, 3.0, 3420.0, 18129.0, 2.0, 0.0, 0.0, 3.0, 9.0, 2540.0, 880.0, 47.5332984924, -122.2170028687, 3750.0, 16316.0, 62.0, 1.0, 53.0]"
600,"[3.0, 1.75, 1930.0, 13350.0, 1.0, 0.0, 0.0, 3.0, 8.0, 1930.0, 0.0, 47.3316993713, -122.3649978638, 2270.0, 13350.0, 48.0, 0.0, 0.0]"
601,"[3.0, 1.75, 1900.0, 5520.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1280.0, 620.0, 47.554901123, -122.2919998169, 1330.0, 5196.0, 32.0, 0.0, 0.0]"
602,"[1.0, 1.0, 1090.0, 32010.0, 1.0, 0.0, 0.0, 4.0, 6.0, 1090.0, 0.0, 47.6927986145, -121.8700027466, 1870.0, 25346.0, 56.0, 0.0, 0.0]"
603,"[5.0, 2.0, 2280.0, 5750.0, 1.0, 0.0, 0.0, 4.0, 8.0, 1140.0, 1140.0, 47.567199707, -122.3899993896, 1780.0, 5750.0, 64.0, 0.0, 0.0]"
604,"[4.0, 2.75, 2640.0, 3750.0, 2.0, 0.0, 0.0, 5.0, 7.0, 1840.0, 800.0, 47.6782989502, -122.3629989624, 1690.0, 5000.0, 103.0, 0.0, 0.0]"
605,"[2.0, 1.0, 1380.0, 4390.0, 1.0, 0.0, 0.0, 4.0, 8.0, 880.0, 500.0, 47.6946983337, -122.3229980469, 1390.0, 5234.0, 83.0, 0.0, 0.0]"
606,"[3.0, 2.0, 2320.0, 9420.0, 1.0, 0.0, 0.0, 5.0, 7.0, 2320.0, 0.0, 47.5133018494, -122.1959991455, 2030.0, 9420.0, 62.0, 0.0, 0.0]"
607,"[4.0, 2.5, 2800.0, 246114.0, 2.0, 0.0, 0.0, 3.0, 9.0, 2800.0, 0.0, 47.6585998535, -121.9619979858, 2750.0, 60351.0, 15.0, 0.0, 0.0]"
608,"[4.0, 2.5, 2440.0, 3600.0, 2.5, 0.0, 0.0, 4.0, 8.0, 2440.0, 0.0, 47.6297988892, -122.3619995117, 2440.0, 5440.0, 112.0, 0.0, 0.0]"
609,"[3.0, 2.5, 1570.0, 1433.0, 3.0, 0.0, 0.0, 3.0, 8.0, 1570.0, 0.0, 47.685798645, -122.3359985352, 1570.0, 2652.0, 4.0, 0.0, 0.0]"
610,"[4.0, 2.75, 2840.0, 8800.0, 2.0, 0.0, 0.0, 3.0, 9.0, 2840.0, 0.0, 47.7028999329, -122.1709976196, 1840.0, 7700.0, 6.0, 0.0, 0.0]"
611,"[3.0, 2.25, 1790.0, 11393.0, 1.0, 0.0, 0.0, 3.0, 8.0, 1790.0, 0.0, 47.629699707, -122.0989990234, 2290.0, 11894.0, 36.0, 0.0, 0.0]"
612,"[3.0, 2.0, 1590.0, 87120.0, 1.0, 0.0, 3.0, 3.0, 8.0, 1590.0, 0.0, 47.2240982056, -122.0719985962, 2780.0, 183161.0, 16.0, 0.0, 0.0]"
613,"[3.0, 1.0, 1440.0, 27505.0, 1.0, 0.0, 0.0, 3.0, 8.0, 1440.0, 0.0, 47.7552986145, -122.3700027466, 2430.0, 16400.0, 64.0, 0.0, 0.0]"
614,"[4.0, 3.5, 3270.0, 15704.0, 2.0, 0.0, 0.0, 3.0, 9.0, 2110.0, 1160.0, 47.6255989075, -122.0419998169, 3020.0, 8582.0, 24.0, 0.0, 0.0]"
615,"[3.0, 2.5, 1660.0, 2890.0, 2.0, 0.0, 0.0, 3.0, 7.0, 1660.0, 0.0, 47.5433998108, -122.2929992676, 1540.0, 2890.0, 14.0, 0.0, 0.0]"
616,"[2.0, 2.25, 1630.0, 1686.0, 2.0, 0.0, 0.0, 3.0, 10.0, 1330.0, 300.0, 47.6113014221, -122.3140029907, 1570.0, 2580.0, 0.0, 0.0, 0.0]"
617,"[2.0, 1.0, 1160.0, 5000.0, 1.0, 0.0, 0.0, 4.0, 8.0, 1160.0, 0.0, 47.6865005493, -122.3990020752, 1750.0, 5000.0, 77.0, 0.0, 0.0]"
618,"[2.0, 2.0, 1350.0, 2560.0, 1.0, 0.0, 0.0, 4.0, 8.0, 1350.0, 0.0, 47.6338005066, -122.1060028076, 1800.0, 2560.0, 41.0, 0.0, 0.0]"
619,"[3.0, 2.5, 2160.0, 8809.0, 1.0, 0.0, 0.0, 3.0, 9.0, 1540.0, 620.0, 47.6994018555, -122.3489990234, 930.0, 5420.0, 0.0, 0.0, 0.0]"
620,"[2.0, 1.5, 1940.0, 4400.0, 1.0, 0.0, 0.0, 3.0, 7.0, 970.0, 970.0, 47.6371002197, -122.2789993286, 1480.0, 3080.0, 92.0, 0.0, 0.0]"
621,"[3.0, 2.75, 2340.0, 16500.0, 1.0, 0.0, 0.0, 4.0, 8.0, 1500.0, 840.0, 47.595199585, -122.0510025024, 2210.0, 15251.0, 42.0, 0.0, 0.0]"
622,"[3.0, 1.75, 1850.0, 7684.0, 1.0, 0.0, 0.0, 3.0, 8.0, 1320.0, 530.0, 47.2975006104, -122.3700027466, 1940.0, 7630.0, 35.0, 0.0, 0.0]"
623,"[2.0, 1.75, 1930.0, 5570.0, 1.0, 0.0, 0.0, 3.0, 8.0, 1930.0, 0.0, 47.717300415, -122.033996582, 1810.0, 5178.0, 9.0, 0.0, 0.0]"
624,"[2.0, 1.75, 1370.0, 5125.0, 1.0, 0.0, 0.0, 5.0, 6.0, 1370.0, 0.0, 47.6926002502, -122.3460006714, 1200.0, 5100.0, 70.0, 0.0, 0.0]"
625,"[4.0, 2.5, 2500.0, 8540.0, 2.0, 0.0, 0.0, 3.0, 9.0, 2500.0, 0.0, 47.5759010315, -121.9940032959, 2560.0, 8475.0, 24.0, 0.0, 0.0]"
626,"[4.0, 2.5, 2570.0, 6466.0, 2.0, 0.0, 0.0, 3.0, 9.0, 2570.0, 0.0, 47.3324012756, -122.1699981689, 2520.0, 6667.0, 15.0, 0.0, 0.0]"
627,"[3.0, 1.75, 1960.0, 8136.0, 1.0, 0.0, 0.0, 3.0, 7.0, 980.0, 980.0, 47.5208015442, -122.3639984131, 1070.0, 7480.0, 66.0, 0.0, 0.0]"
628,"[4.0, 1.0, 1820.0, 5500.0, 1.5, 0.0, 0.0, 3.0, 6.0, 1820.0, 0.0, 47.5185012817, -122.3629989624, 1140.0, 5500.0, 68.0, 0.0, 0.0]"
629,"[3.0, 1.75, 1250.0, 3880.0, 1.0, 0.0, 0.0, 4.0, 7.0, 750.0, 500.0, 47.6869010925, -122.391998291, 1240.0, 3880.0, 70.0, 0.0, 0.0]"
630,"[3.0, 2.25, 2120.0, 9297.0, 2.0, 0.0, 0.0, 4.0, 8.0, 2120.0, 0.0, 47.556098938, -122.1539993286, 2620.0, 10352.0, 33.0, 0.0, 0.0]"
631,"[3.0, 2.5, 1370.0, 22326.0, 2.0, 0.0, 0.0, 3.0, 7.0, 1370.0, 0.0, 47.4468994141, -121.7750015259, 1580.0, 10920.0, 21.0, 0.0, 0.0]"
632,"[3.0, 2.0, 1790.0, 6800.0, 1.0, 0.0, 0.0, 4.0, 7.0, 1240.0, 550.0, 47.7280006409, -122.3389968872, 1470.0, 6800.0, 51.0, 0.0, 0.0]"
633,"[3.0, 2.5, 1880.0, 4499.0, 2.0, 0.0, 0.0, 3.0, 8.0, 1880.0, 0.0, 47.5663986206, -121.9990005493, 2130.0, 5114.0, 22.0, 0.0, 0.0]"
634,"[4.0, 2.5, 2160.0, 10987.0, 1.0, 0.0, 0.0, 4.0, 8.0, 1440.0, 720.0, 47.6333007812, -122.033996582, 1280.0, 11617.0, 34.0, 1.0, 22.0]"
635,"[2.0, 1.0, 920.0, 4095.0, 1.0, 0.0, 0.0, 4.0, 6.0, 920.0, 0.0, 47.5484008789, -122.2779998779, 1460.0, 4945.0, 100.0, 0.0, 0.0]"
636,"[3.0, 2.5, 2570.0, 10431.0, 2.0, 0.0, 0.0, 3.0, 9.0, 2570.0, 0.0, 47.418800354, -122.2129974365, 2590.0, 10078.0, 25.0, 0.0, 0.0]"
637,"[5.0, 4.0, 4360.0, 8030.0, 2.0, 0.0, 0.0, 3.0, 10.0, 4360.0, 0.0, 47.592300415, -121.9729995728, 3570.0, 6185.0, 0.0, 0.0, 0.0]"
638,"[1.0, 1.0, 930.0, 7129.0, 1.0, 0.0, 0.0, 3.0, 6.0, 930.0, 0.0, 47.723400116, -122.3330001831, 1300.0, 8075.0, 66.0, 0.0, 0.0]"
639,"[4.0, 3.25, 5010.0, 49222.0, 2.0, 0.0, 0.0, 5.0, 9.0, 3710.0, 1300.0, 47.5489006042, -122.0920028687, 3140.0, 54014.0, 36.0, 0.0, 0.0]"
640,"[4.0, 2.5, 1620.0, 8125.0, 2.0, 0.0, 0.0, 4.0, 7.0, 1620.0, 0.0, 47.6254997253, -122.0589981079, 1480.0, 8120.0, 32.0, 0.0, 0.0]"
641,"[3.0, 2.5, 1750.0, 7208.0, 2.0, 0.0, 0.0, 3.0, 8.0, 1750.0, 0.0, 47.4314994812, -122.1920013428, 2050.0, 7524.0, 20.0, 0.0, 0.0]"
642,"[5.0, 2.0, 3540.0, 9970.0, 2.0, 0.0, 3.0, 3.0, 9.0, 3540.0, 0.0, 47.7108001709, -122.2770004272, 2280.0, 7195.0, 44.0, 0.0, 0.0]"
643,"[3.0, 2.0, 1460.0, 11481.0, 1.0, 0.0, 0.0, 2.0, 7.0, 1170.0, 290.0, 47.4492988586, -121.7770004272, 1540.0, 9680.0, 19.0, 0.0, 0.0]"
644,"[3.0, 1.0, 1100.0, 5400.0, 1.5, 0.0, 0.0, 3.0, 7.0, 1100.0, 0.0, 47.6604003906, -122.3960037231, 1770.0, 4400.0, 106.0, 0.0, 0.0]"
645,"[3.0, 2.5, 1980.0, 4500.0, 2.0, 0.0, 0.0, 3.0, 7.0, 1980.0, 0.0, 47.367099762, -122.1129989624, 2200.0, 4500.0, 2.0, 0.0, 0.0]"
646,"[3.0, 1.0, 1340.0, 4000.0, 1.5, 0.0, 0.0, 4.0, 7.0, 1340.0, 0.0, 47.6651992798, -122.2880020142, 1510.0, 4000.0, 87.0, 0.0, 0.0]"
647,"[4.0, 2.75, 2400.0, 3844.0, 1.0, 0.0, 0.0, 5.0, 7.0, 1200.0, 1200.0, 47.7027015686, -122.3470001221, 1100.0, 3844.0, 40.0, 0.0, 0.0]"
648,"[4.0, 2.5, 2160.0, 5298.0, 2.5, 0.0, 0.0, 4.0, 9.0, 2160.0, 0.0, 47.6105995178, -122.3099975586, 1720.0, 2283.0, 112.0, 0.0, 0.0]"
649,"[3.0, 2.25, 2420.0, 7548.0, 1.0, 0.0, 0.0, 4.0, 8.0, 1370.0, 1050.0, 47.3111991882, -122.3759994507, 2150.0, 8000.0, 47.0, 0.0, 0.0]"
650,"[4.0, 2.25, 2350.0, 7210.0, 1.5, 0.0, 0.0, 4.0, 7.0, 2350.0, 0.0, 47.7406997681, -122.1829986572, 1930.0, 7519.0, 42.0, 0.0, 0.0]"
651,"[4.0, 2.5, 1620.0, 8125.0, 2.0, 0.0, 0.0, 4.0, 7.0, 1620.0, 0.0, 47.6254997253, -122.0589981079, 1480.0, 8120.0, 32.0, 0.0, 0.0]"
652,"[3.0, 1.75, 1740.0, 3060.0, 1.0, 0.0, 0.0, 5.0, 8.0, 950.0, 790.0, 47.6815986633, -122.3099975586, 1800.0, 3960.0, 84.0, 1.0, 84.0]"
653,"[4.0, 2.5, 2240.0, 8664.0, 1.0, 0.0, 0.0, 5.0, 8.0, 1470.0, 770.0, 47.6621017456, -122.1890029907, 2210.0, 8860.0, 39.0, 0.0, 0.0]"
654,"[3.0, 1.75, 2040.0, 12065.0, 1.0, 0.0, 0.0, 3.0, 8.0, 2040.0, 0.0, 47.3755989075, -122.0439987183, 2010.0, 11717.0, 27.0, 0.0, 0.0]"
655,"[2.0, 1.0, 770.0, 5040.0, 1.0, 0.0, 0.0, 3.0, 5.0, 770.0, 0.0, 47.5964012146, -122.2990036011, 1330.0, 2580.0, 85.0, 0.0, 0.0]"
656,"[4.0, 2.5, 2550.0, 7555.0, 2.0, 0.0, 0.0, 3.0, 8.0, 2550.0, 0.0, 47.2613983154, -122.2900009155, 2550.0, 6800.0, 13.0, 0.0, 0.0]"
657,"[2.0, 1.0, 1410.0, 5101.0, 1.5, 0.0, 0.0, 3.0, 8.0, 1410.0, 0.0, 47.6871986389, -122.3330001831, 1410.0, 4224.0, 87.0, 0.0, 0.0]"
658,"[3.0, 3.25, 1450.0, 1468.0, 2.0, 0.0, 0.0, 3.0, 8.0, 1100.0, 350.0, 47.5663986206, -122.3700027466, 1450.0, 1478.0, 5.0, 0.0, 0.0]"
659,"[3.0, 2.5, 2830.0, 6000.0, 1.0, 0.0, 3.0, 3.0, 9.0, 1730.0, 1100.0, 47.5750999451, -122.3779983521, 2040.0, 5300.0, 60.0, 0.0, 0.0]"
